week,player_id,player,pos,team,team_name,g,snaps,targets,rec,rec_yds,air_yds,yac,td,adot,racr,wopr,target_pct,air_pct,half_ppr_pts,ppr_pts,std_pts,half_ppr_ppg,ppr_ppg,std_ppg,touches,touches_pg
1,00-0040184,KeAndre Lambert-Smith,WR,LAC,Chargers,1,14,1,0,0,30,0,0,30.0,0.0,10.55,2.94,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,00-0040727,Tre Harris,WR,LAC,Chargers,1,5,1,1,11,5,6,0,5.0,2.2,5.44,2.94,1.46,1.6,2.1,1.1,1.6,2.1,1.1,1,1
1,00-0040666,Omarion Hampton,RB,LAC,Chargers,1,52,2,2,13,-4,17,0,-2.0,-3.25,8.0,5.88,-1.17,7.1,8.1,6.1,7.1,8.1,6.1,17,17
1,00-0038492,Jason Brownlee,WR,KC,Chiefs,1,6,1,0,0,9,0,0,9.0,0.0,6.27,2.63,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,00-0038573,Derius Davis,WR,LAC,Chargers,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,1,1
1,00-0030279,Keenan Allen,WR,LAC,Chargers,1,40,10,7,68,89,20,1,8.9,0.764,62.33,29.41,26.02,16.3,19.8,12.8,16.3,19.8,12.8,7,7
1,00-0036893,Najee Harris,RB,LAC,Chargers,1,12,1,1,5,5,0,0,5.0,1.0,5.44,2.94,1.46,1.5,2.0,1.0,1.5,2.0,1.0,2,2
1,00-0038544,Quentin Johnston,WR,LAC,Chargers,1,53,7,5,79,87,39,2,12.4286,0.908,48.69,20.59,25.44,22.4,24.9,19.9,22.4,24.9,19.9,5,5
1,00-0039915,Ladd McConkey,WR,LAC,Chargers,1,55,9,6,74,97,17,0,10.7778,0.7629,59.56,26.47,28.36,10.4,13.4,7.4,10.4,13.4,7.4,6,6
1,00-0037197,Isiah Pacheco,RB,KC,Chiefs,1,31,3,2,3,-12,10,0,-4.0,-0.25,8.74,7.89,-4.43,3.8,4.8,2.8,3.8,4.8,2.8,7,7
